"Time","Empatica.mean"
2021-09-18 05:45:00,90.7
2021-09-18 06:00:00,88.8
2021-09-18 06:15:00,87.6
2021-09-18 06:30:00,88.9
2021-09-18 06:45:00,87.7
2021-09-18 07:00:00,87.4
2021-09-18 07:15:00,84.6
2021-09-18 07:30:00,88.7
2021-09-18 07:45:00,82.3
2021-09-18 08:00:00,86.0
2021-09-18 08:15:00,86.1
2021-09-18 08:30:00,87.7
2021-09-18 08:45:00,90.2
2021-09-18 09:00:00,90.0
2021-09-18 09:15:00,88.5
2021-09-18 09:30:00,85.8
2021-09-18 09:45:00,85.5
2021-09-18 10:00:00,83.2
2021-09-18 10:15:00,80.1
2021-09-18 10:30:00,84.2
2021-09-18 10:45:00,82.2
2021-09-18 11:00:00,81.1
2021-09-18 11:15:00,81.3
2021-09-18 11:30:00,82.3
2021-09-18 11:45:00,85.6
2021-09-18 12:00:00,83.4
2021-09-18 12:15:00,80.3
2021-09-18 12:30:00,80.1
2021-09-18 12:45:00,79.3
2021-09-18 13:00:00,78.8
2021-09-18 13:15:00,76.8
2021-09-18 13:30:00,76.6
2021-09-18 13:45:00,74.9
2021-09-18 14:00:00,76.5
2021-09-18 14:15:00,76.6
2021-09-18 14:30:00,71.4
2021-09-18 14:45:00,71.4
2021-09-18 15:00:00,73.8
2021-09-18 15:15:00,70.8
2021-09-18 15:30:00,69.0
2021-09-18 15:45:00,68.9
2021-09-18 16:00:00,68.9
2021-09-18 16:15:00,68.4
2021-09-18 16:30:00,83.5
2021-09-18 16:45:00,82.5
2021-09-18 17:00:00,75.2
2021-09-18 17:15:00,74.6
2021-09-18 17:30:00,77.3
2021-09-18 17:45:00,85.6
2021-09-18 18:00:00,
2021-09-18 18:15:00,
2021-09-18 18:30:00,
2021-09-18 18:45:00,91.0
2021-09-18 19:00:00,84.3
2021-09-18 19:15:00,83.4
2021-09-18 19:30:00,80.5
2021-09-18 19:45:00,76.6
2021-09-18 20:00:00,77.3
2021-09-18 20:15:00,76.1
2021-09-18 20:30:00,81.8
2021-09-18 20:45:00,78.1
2021-09-18 21:00:00,72.0
2021-09-18 21:15:00,73.2
2021-09-18 21:30:00,80.9
2021-09-18 21:45:00,80.2
2021-09-18 22:00:00,76.4
2021-09-18 22:15:00,75.2
2021-09-18 22:30:00,72.6
2021-09-18 22:45:00,83.0
2021-09-18 23:00:00,80.6
2021-09-18 23:15:00,81.5
2021-09-18 23:30:00,80.9
2021-09-18 23:45:00,78.4
2021-09-19 00:00:00,80.4
2021-09-19 00:15:00,87.7
2021-09-19 00:30:00,78.6
2021-09-19 00:45:00,78.6
2021-09-19 01:00:00,79.8
2021-09-19 01:15:00,83.0
2021-09-19 01:30:00,82.7
2021-09-19 01:45:00,78.8
2021-09-19 02:00:00,77.2
2021-09-19 02:15:00,76.9
2021-09-19 02:30:00,75.9
2021-09-19 02:45:00,78.6
2021-09-19 03:00:00,81.9
2021-09-19 03:15:00,79.7
2021-09-19 03:30:00,78.0
2021-09-19 03:45:00,77.4
2021-09-19 04:00:00,81.1
2021-09-19 04:15:00,77.3
2021-09-19 04:30:00,89.3
2021-09-19 04:45:00,87.4
2021-09-19 05:00:00,77.3
2021-09-19 05:15:00,80.4
2021-09-19 05:30:00,84.7
2021-09-19 05:45:00,83.2
2021-09-19 06:00:00,84.1
2021-09-19 06:15:00,84.6
2021-09-19 06:30:00,89.9
2021-09-19 06:45:00,79.9
2021-09-19 07:00:00,84.2
2021-09-19 07:15:00,83.4
2021-09-19 07:30:00,85.4
2021-09-19 07:45:00,79.9
2021-09-19 08:00:00,84.5
2021-09-19 08:15:00,79.2
2021-09-19 08:30:00,76.3
2021-09-19 08:45:00,81.8
2021-09-19 09:00:00,83.1
2021-09-19 09:15:00,83.5
2021-09-19 09:30:00,84.5
2021-09-19 09:45:00,78.5
2021-09-19 10:00:00,79.1
2021-09-19 10:15:00,78.9
2021-09-19 10:30:00,78.1
2021-09-19 10:45:00,78.8
2021-09-19 11:00:00,74.3
2021-09-19 11:15:00,69.3
2021-09-19 11:30:00,70.8
2021-09-19 11:45:00,70.4
2021-09-19 12:00:00,72.2
2021-09-19 12:15:00,73.2
2021-09-19 12:30:00,73.8
2021-09-19 12:45:00,72.9
2021-09-19 13:00:00,73.0
2021-09-19 13:15:00,72.8
2021-09-19 13:30:00,69.0
2021-09-19 13:45:00,70.5
2021-09-19 14:00:00,70.3
2021-09-19 14:15:00,68.8
2021-09-19 14:30:00,68.4
2021-09-19 14:45:00,69.3
2021-09-19 15:00:00,73.3
2021-09-19 15:15:00,73.8
2021-09-19 15:30:00,73.5
2021-09-19 15:45:00,74.9
2021-09-19 16:00:00,72.5
2021-09-19 16:15:00,74.0
2021-09-19 16:30:00,76.7
2021-09-19 16:45:00,87.3
2021-09-19 17:00:00,79.7
2021-09-19 17:15:00,77.6
2021-09-19 17:30:00,77.5
2021-09-19 17:45:00,79.5
2021-09-19 18:00:00,
2021-09-19 18:15:00,
2021-09-19 18:30:00,
2021-09-19 18:45:00,
2021-09-19 19:00:00,81.3
2021-09-19 19:15:00,77.1
2021-09-19 19:30:00,80.9
2021-09-19 19:45:00,80.9
2021-09-19 20:00:00,82.5
2021-09-19 20:15:00,86.0
2021-09-19 20:30:00,87.3
2021-09-19 20:45:00,86.7
2021-09-19 21:00:00,81.7
2021-09-19 21:15:00,83.4
2021-09-19 21:30:00,81.4
2021-09-19 21:45:00,83.5
2021-09-19 22:00:00,80.4
2021-09-19 22:15:00,80.1
2021-09-19 22:30:00,79.3
2021-09-19 22:45:00,83.8
2021-09-19 23:00:00,92.5
2021-09-19 23:15:00,90.7
2021-09-19 23:30:00,93.8
2021-09-19 23:45:00,86.5
2021-09-20 00:00:00,88.0
2021-09-20 00:15:00,91.4
2021-09-20 00:30:00,93.2
2021-09-20 00:45:00,81.3
2021-09-20 01:00:00,83.0
2021-09-20 01:15:00,89.8
2021-09-20 01:30:00,86.8
2021-09-20 01:45:00,85.8
2021-09-20 02:00:00,79.0
2021-09-20 02:15:00,86.9
2021-09-20 02:30:00,85.7
2021-09-20 02:45:00,86.9
2021-09-20 03:00:00,80.4
2021-09-20 03:15:00,83.2
2021-09-20 03:30:00,87.5
2021-09-20 03:45:00,104
2021-09-20 04:00:00,99.0
2021-09-20 04:15:00,89.4
2021-09-20 04:30:00,89.3
2021-09-20 04:45:00,88.9
2021-09-20 05:00:00,85.7
2021-09-20 05:15:00,84.0
2021-09-20 05:30:00,89.3
2021-09-20 05:45:00,79.7
2021-09-20 06:00:00,80.2
2021-09-20 06:15:00,83.1

